,年次,調査区域,項目,variable,value
1782,1984年,全国,生鮮野菜【円】,第8階級,"6,781"
1783,1984年,全国,乾物・海草【円】,第8階級,794
1784,1984年,全国,大豆加工品【円】,第8階級,"1,186"
1785,1984年,全国,他の野菜・海草加工品【円】,第8階級,"1,306"
1786,1984年,全国,果物【円】,第8階級,"5,121"
1787,1984年,全国,生鮮果物【円】,第8階級,"5,034"
1788,1984年,全国,果物加工品【円】,第8階級,87
1789,1984年,全国,油脂・調味料【円】,第8階級,"3,237"
1790,1984年,全国,油脂【円】,第8階級,505
1791,1984年,全国,調味料【円】,第8階級,"2,732"
1792,1984年,全国,菓子類【円】,第8階級,"5,707"
1793,1984年,全国,調理食品【円】,第8階級,"3,648"
1794,1984年,全国,主食的調理食品【円】,第8階級,867
1795,1984年,全国,他の調理食品【円】,第8階級,"2,782"
1796,1984年,全国,飲料【円】,第8階級,"2,529"
1797,1984年,全国,茶類【円】,第8階級,489
1798,1984年,全国,コーヒー・ココア【円】,第8階級,528
1799,1984年,全国,他の飲料【円】,第8階級,"1,512"
1800,1984年,全国,酒類【円】,第8階級,"3,867"
1801,1984年,全国,外食【円】,第8階級,"13,356"
1802,1984年,全国,一般外食【円】,第8階級,"11,365"
1803,1984年,全国,学校給食【円】,第8階級,"1,992"
1804,1984年,全国,住居【円】,第8階級,"10,866"
1805,1984年,全国,家賃・地代【円】,第8階級,"4,543"
1806,1984年,全国,設備修繕・維持【円】,第8階級,"6,323"
1807,1984年,全国,設備材料【円】,第8階級,"1,100"
1808,1984年,全国,工事その他のサービス【円】,第8階級,"5,223"
1809,1984年,全国,光熱・水道【円】,第8階級,"17,508"
1810,1984年,全国,電気代【円】,第8階級,"8,136"
1811,1984年,全国,ガス代【円】,第8階級,"4,642"
1812,1984年,全国,他の光熱【円】,第8階級,"1,530"
1813,1984年,全国,水道料【円】,第8階級,"3,199"
1814,1984年,全国,家具・家事用品【円】,第8階級,"12,798"
1815,1984年,全国,家庭用耐久財【円】,第8階級,"4,751"
1816,1984年,全国,家事用耐久財【円】,第8階級,"1,939"
1817,1984年,全国,冷暖房用器具【円】,第8階級,"1,353"
1818,1984年,全国,一般家具【円】,第8階級,"1,458"
1819,1984年,全国,室内装備品【円】,第8階級,"1,233"
1820,1984年,全国,寝具類【円】,第8階級,"1,569"
1821,1984年,全国,家事雑貨【円】,第8階級,"2,332"
1822,1984年,全国,家事用消耗品【円】,第8階級,"1,926"
1823,1984年,全国,家事サービス【円】,第8階級,987
1824,1984年,全国,被服及び履物【円】,第8階級,"21,088"
1825,1984年,全国,和服【円】,第8階級,"1,687"
1826,1984年,全国,洋服【円】,第8階級,"7,793"
1827,1984年,全国,男子洋服【円】,第8階級,"2,829"
1828,1984年,全国,婦人洋服【円】,第8階級,"4,044"
1829,1984年,全国,子供洋服【円】,第8階級,920
1830,1984年,全国,シャツ・セーター類【円】,第8階級,"3,629"
1831,1984年,全国,男子シャツ・セーター類【円】,第8階級,"1,316"
1832,1984年,全国,婦人シャツ・セーター類【円】,第8階級,"1,942"
1833,1984年,全国,子供シャツ・セーター類【円】,第8階級,371
1834,1984年,全国,下着類【円】,第8階級,"1,749"
1835,1984年,全国,男子下着類【円】,第8階級,707
1836,1984年,全国,婦人下着類【円】,第8階級,755
1837,1984年,全国,子供下着類【円】,第8階級,286
1838,1984年,全国,生地・糸類【円】,第8階級,"1,064"
1839,1984年,全国,他の被服【円】,第8階級,"1,339"
1840,1984年,全国,履物類【円】,第8階級,"2,183"
1841,1984年,全国,被服関連サービス【円】,第8階級,"1,645"
1842,1984年,全国,保健医療【円】,第8階級,"6,977"
1843,1984年,全国,医薬品【円】,第8階級,"1,521"
1844,1984年,全国,保健医療用品・器具【円】,第8階級,"1,465"
1845,1984年,全国,保健医療サービス【円】,第8階級,"3,991"
1846,1984年,全国,交通通信【円】,第8階級,"29,909"
1847,1984年,全国,交通【円】,第8階級,"6,586"
1848,1984年,全国,自動車等関係費【円】,第8階級,"16,474"
1849,1984年,全国,自動車【円】,第8階級,"4,248"
1850,1984年,全国,自転車【円】,第8階級,204
1851,1984年,全国,自動車等維持【円】,第8階級,"12,021"
1852,1984年,全国,通信【円】,第8階級,"6,849"
1853,1984年,全国,教育【円】,第8階級,"13,707"
1854,1984年,全国,授業料等【円】,第8階級,"10,638"
1855,1984年,全国,教科書・学習参考書【円】,第8階級,499
1856,1984年,全国,補習教育【円】,第8階級,"2,570"
1857,1984年,全国,教養娯楽【円】,第8階級,"26,477"
1858,1984年,全国,教養娯楽用耐久財【円】,第8階級,"2,588"
1859,1984年,全国,教養娯楽用品【円】,第8階級,"5,285"
1860,1984年,全国,書籍・他の印刷物【円】,第8階級,"4,226"
1861,1984年,全国,教養娯楽サービス【円】,第8階級,"14,377"
1862,1984年,全国,宿泊料【円】,第8階級,484
1863,1984年,全国,パック旅行【円】,第8階級,"4,228"
1864,1984年,全国,月謝類【円】,第8階級,"5,072"
1865,1984年,全国,他の教養娯楽サービス【円】,第8階級,"4,593"
1866,1984年,全国,その他の消費支出【円】,第8階級,"83,106"
1867,1984年,全国,諸雑費【円】,第8階級,"18,278"
1868,1984年,全国,理美容サービス【円】,第8階級,"2,840"
1869,1984年,全国,理美容用品【円】,第8階級,"3,090"
1870,1984年,全国,身の回り用品【円】,第8階級,"1,707"
1871,1984年,全国,たばこ【円】,第8階級,"1,767"
1872,1984年,全国,（「諸雑費」のその他）【円】,第8階級,"8,874"
1873,1984年,全国,こづかい（使途不明）【円】,第8階級,"28,047"
1874,1984年,全国,交際費【円】,第8階級,"26,929"
1875,1984年,全国,（「交際費」の食料）【円】,第8階級,"5,906"
1876,1984年,全国,家具・家事用品（「交際費」の家具・家事用品）【円】,第8階級,864
1877,1984年,全国,被服及び履物（「交際費」の被服及び履物）【円】,第8階級,"1,007"
1878,1984年,全国,（「交際費」の教養娯楽）【円】,第8階級,565
1879,1984年,全国,他の物品サービス【円】,第8階級,442
1880,1984年,全国,贈与金【円】,第8階級,"13,335"
1881,1984年,全国,他の交際費【円】,第8階級,"4,811"
1882,1984年,全国,（「その他の消費支出」の仕送り金）【円】,第8階級,"9,851"
1883,1984年,全国,（再掲）教育関係費【円】,第8階級,"26,666"
1884,1984年,全国,（再掲）教養娯楽関係費【円】,第8階級,"30,320"
1885,1984年,全国,（「教養娯楽関係費」の耐久財）【円】,第8階級,"2,824"
1886,1984年,全国,読書【円】,第8階級,"4,167"
1887,1984年,全国,聴視・観覧【円】,第8階級,"1,445"
1888,1984年,全国,旅行【円】,第8階級,"7,808"
1889,1984年,全国,スポーツ【円】,第8階級,"2,470"
1890,1984年,全国,（「教養娯楽関係費」の月謝）【円】,第8階級,"4,324"
1891,1984年,全国,会費・つきあい費【円】,第8階級,"2,474"
1892,1984年,全国,他の教養娯楽【円】,第8階級,"4,809"
1893,1984年,全国,〔耐久財を除く教養娯楽関係費〕【円】,第8階級,"27,497"
1894,1984年,全国,（（特掲）財・サービス区分の消費支出。「こづかい（使途不明）」，「贈与金」，「他の交際費」，「仕送り金」は含まれない。）【円】,第8階級,"250,387"
1895,1984年,全国,商品【円】,第8階級,"160,684"
1896,1984年,全国,耐久財【円】,第8階級,"14,492"
1897,1984年,全国,半耐久財【円】,第8階級,"32,863"
1898,1984年,全国,非耐久財【円】,第8階級,"113,329"
1899,1984年,全国,サービス【円】,第8階級,"89,703"
1900,1984年,全国,（財・サービス区分の食料）【円】,第8階級,"89,902"
1901,1984年,全国,（財・サービス区分「食料」の非耐久財）【円】,第8階級,"74,931"
1902,1984年,全国,（財・サービス区分「食料」のサービス）【円】,第8階級,"14,972"
1903,1984年,全国,（財・サービス区分の住居）【円】,第8階級,"10,868"
1904,1984年,全国,（財・サービス区分「住居」の耐久財）【円】,第8階級,715
1905,1984年,全国,（財・サービス区分「住居」の半耐久財）【円】,第8階級,387
1906,1984年,全国,（財・サービス区分「住居」のサービス）【円】,第8階級,"9,766"
1907,1984年,全国,光熱・水道（非耐久財）（財・サービス区分の光熱・水道）【円】,第8階級,"17,509"
1908,1984年,全国,家具・家事用品（財・サービス区分の家具・家事用品）【円】,第8階級,"13,661"
1909,1984年,全国,（財・サービス区分「家具・家事用品」の耐久財）【円】,第8階級,"5,963"
1910,1984年,全国,（財・サービス区分「家具・家事用品」の半耐久財）【円】,第8階級,"4,773"
1911,1984年,全国,（財・サービス区分「家具・家事用品」の非耐久財）【円】,第8階級,"1,938"
1912,1984年,全国,（財・サービス区分「家具・家事用品」のサービス）【円】,第8階級,987
1913,1984年,全国,被服及び履物（財・サービス区分の被服及び履物）【円】,第8階級,"22,095"
1914,1984年,全国,（財・サービス区分「被服及び履物」の半耐久財）【円】,第8階級,"20,448"
1915,1984年,全国,（財・サービス区分「被服及び履物」のサービス）【円】,第8階級,"1,646"
1916,1984年,全国,（財・サービス区分の保健医療）【円】,第8階級,"7,042"
1917,1984年,全国,（財・サービス区分「保健医療」の耐久財）【円】,第8階級,745
1918,1984年,全国,（財・サービス区分「保健医療」の半耐久財）【円】,第8階級,335
1919,1984年,全国,（財・サービス区分「保健医療」の非耐久財）【円】,第8階級,"1,967"
1920,1984年,全国,（財・サービス区分「保健医療」のサービス）【円】,第8階級,"3,996"
1921,1984年,全国,（財・サービス区分の交通通信）【円】,第8階級,"29,963"
1922,1984年,全国,（財・サービス区分「交通通信」の耐久財）【円】,第8階級,"4,459"
1923,1984年,全国,（財・サービス区分「交通通信」の半耐久財）【円】,第8階級,433
1924,1984年,全国,（財・サービス区分「交通通信」の非耐久財）【円】,第8階級,"6,488"
1925,1984年,全国,（財・サービス区分「交通通信」のサービス）【円】,第8階級,"18,583"
1926,1984年,全国,（財・サービス区分の教育）【円】,第8階級,"13,709"
1927,1984年,全国,（財・サービス区分「教育」の非耐久財）【円】,第8階級,501
1928,1984年,全国,（財・サービス区分「教育」のサービス）【円】,第8階級,"13,208"
1929,1984年,全国,（財・サービス区分の教養娯楽）【円】,第8階級,"27,042"
1930,1984年,全国,（財・サービス区分「教養娯楽」の耐久財）【円】,第8階級,"2,418"
1931,1984年,全国,（財・サービス区分「教養娯楽」の半耐久財）【円】,第8階級,"4,586"
1932,1984年,全国,（財・サービス区分「教養娯楽」の非耐久財）【円】,第8階級,"5,327"
1933,1984年,全国,（財・サービス区分「教養娯楽」のサービス）【円】,第8階級,"14,710"
1934,1984年,全国,（財・サービス区分の諸雑費）【円】,第8階級,"18,597"
1935,1984年,全国,（財・サービス区分「諸雑費」の耐久財）【円】,第8階級,193
1936,1984年,全国,（財・サービス区分「諸雑費」の半耐久財）【円】,第8階級,"1,900"
1937,1984年,全国,（財・サービス区分「諸雑費」の非耐久財）【円】,第8階級,"4,670"
1938,1984年,全国,（財・サービス区分「諸雑費」のサービス）【円】,第8階級,"11,834"
1939,1984年,全国,（（特掲）五大費目）【円】,第8階級,"83,997"
1940,1984年,全国,（（特掲）五大費目）【円】,第8階級,"23,439"
1941,1984年,全国,（（特掲）五大費目）【円】,第8階級,"14,309"
1942,1984年,全国,（（特掲）五大費目）【円】,第8階級,"24,114"
1943,1984年,全国,（（特掲）五大費目）【円】,第8階級,"160,573"
1944,1984年,全国,現物支出（総額）【円】,第8階級,"17,718"
1945,1984年,全国,（現物支出の自家産物）【円】,第8階級,"3,283"
1946,1984年,全国,（現物支出の自家産物以外）【円】,第8階級,"14,436"
1947,1984年,全国,（現物支出の食料）【円】,第8階級,"13,318"
1948,1984年,全国,（現物支出「食料」の自家産物）【円】,第8階級,"3,093"
1949,1984年,全国,その他（受贈物等）（現物支出「食料」の自家産物以外）【円】,第8階級,"10,226"
1950,1984年,全国,（現物支出の住居）【円】,第8階級,38
1951,1984年,全国,（現物支出の光熱・水道）【円】,第8階級,38
1952,1984年,全国,（現物支出の家具・家事用品）【円】,第8階級,"1,323"
1953,1984年,全国,（現物支出の被服及び履物）【円】,第8階級,"1,030"
1954,1984年,全国,（現物支出の保健医療）【円】,第8階級,70
1955,1984年,全国,（現物支出の交通通信）【円】,第8階級,397
1956,1984年,全国,（現物支出の教育）【円】,第8階級,1
